%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=215575, 2017/11/20 16:57:34.76)
1 50 2.899199e-01 1.000000e+00  1.017864858354375900e-01  1.017864858354375900e-01  1.140566870361716100e-01  1.351102156486292700e-01
2 100 2.817776e-01 1.006327e+00  1.017864858354375900e-01  1.030707942368703400e-01  1.090837242411394300e-01  1.300194059951342600e-01
3 150 2.756343e-01 1.006889e+00  1.017864858354375900e-01  1.021577044074548800e-01  1.113846621372784900e-01  1.272945018729578800e-01
4 200 2.706865e-01 1.007695e+00  1.017864858354375900e-01  1.023856041800545000e-01  1.118008759511927300e-01  1.296287374429156400e-01
5 250 2.664413e-01 1.008607e+00  1.012718530680367700e-01  1.012718530680367700e-01  1.079696899497296900e-01  1.224612154152463400e-01
6 300 2.629687e-01 1.009184e+00  1.012718530680367700e-01  1.022167755777858800e-01  1.089438911976478300e-01  1.322659783609018400e-01
7 350 2.598482e-01 1.009812e+00  1.012718530680367700e-01  1.031240621327831500e-01  1.093138829104456900e-01  1.303895299191590300e-01
8 400 2.571743e-01 1.010468e+00  1.012718530680367700e-01  1.013388632761338800e-01  1.089352374674960000e-01  1.229331136314363400e-01
9 450 2.549873e-01 1.011189e+00  1.012718530680367700e-01  1.032407334171605400e-01  1.081727107210000700e-01  1.210098767380967900e-01
10 500 2.532499e-01 1.011189e+00  1.012718530680367700e-01  1.020741508654551000e-01  1.065549955066113100e-01  1.165299417398560800e-01
11 550 2.519240e-01 1.012681e+00  1.012718530680367700e-01  1.019122127868174600e-01  1.078168719182748500e-01  1.238386237201745000e-01
12 600 2.508250e-01 1.013472e+00  1.012718530680367700e-01  1.019807288847008200e-01  1.064507000209641800e-01  1.253502792071427300e-01
13 650 2.497068e-01 1.014259e+00  1.012718530680367700e-01  1.013356873784510600e-01  1.056169071884564000e-01  1.165161458191167200e-01
14 700 2.486705e-01 1.015226e+00  1.012718530680367700e-01  1.022611451242253400e-01  1.071487590229899500e-01  1.201301063016512000e-01
15 750 2.474854e-01 1.016334e+00  1.012718530680367700e-01  1.016024095831690700e-01  1.060877324539185600e-01  1.231946613704671100e-01
16 800 2.463298e-01 1.017260e+00  1.012718530680367700e-01  1.012863980177245300e-01  1.063164984756829500e-01  1.235968738242275800e-01
17 850 2.450686e-01 1.018285e+00  9.984126954394413600e-02  9.984126954394413600e-02  1.054243570077299900e-01  1.182868926876239500e-01
18 900 2.439421e-01 1.019275e+00  9.984126954394413600e-02  1.012198571861622100e-01  1.052603166829854800e-01  1.135346449775844500e-01
19 950 2.432487e-01 1.020298e+00  9.984126954394413600e-02  1.021490440248402400e-01  1.053568844951654600e-01  1.271636666963606200e-01
20 1000 2.426700e-01 1.020298e+00  9.984126954394413600e-02  1.011593618010971600e-01  1.058087309064509000e-01  1.202621624627747700e-01
21 1050 2.420994e-01 1.022513e+00  9.984126954394413600e-02  1.007706044526131700e-01  1.042879448130884200e-01  1.223009596068745800e-01
22 1100 2.416392e-01 1.023596e+00  9.984126954394413600e-02  1.012106377167210900e-01  1.048778918646682300e-01  1.153357607473564600e-01
23 1150 2.405561e-01 1.024689e+00  9.984126954394413600e-02  1.012604559110999900e-01  1.044034511614176800e-01  1.259736065355193700e-01
24 1200 2.399960e-01 1.025928e+00  9.984126954394413600e-02  1.013143105374626200e-01  1.041507114642797300e-01  1.174461073644876700e-01
25 1250 2.392861e-01 1.027085e+00  9.984126954394413600e-02  1.000362189404171000e-01  1.048157670666822700e-01  1.133217433331811800e-01
26 1300 2.384070e-01 1.028304e+00  9.984126954394413600e-02  1.006964799648732100e-01  1.044853942522858100e-01  1.221979028290015900e-01
27 1350 2.374917e-01 1.029573e+00  9.984126954394413600e-02  1.020553270693250600e-01  1.049104930459010000e-01  1.104607601870553800e-01
28 1400 2.366893e-01 1.030707e+00  9.984126954394413600e-02  1.001880823449330200e-01  1.044485376957935600e-01  1.204360648041636600e-01
29 1450 2.360075e-01 1.031878e+00  9.984126954394413600e-02  1.000502115975793100e-01  1.040459671312160600e-01  1.218833981736759000e-01
30 1500 2.356906e-01 1.031878e+00  9.984126954394413600e-02  1.000909069777747200e-01  1.039763550249943900e-01  1.141066119938243700e-01
31 1550 2.350758e-01 1.034198e+00  9.948449328663511200e-02  9.948449328663511200e-02  1.036771190409033800e-01  1.192901271564574300e-01
32 1600 2.340952e-01 1.035332e+00  9.948449328663511200e-02  9.965824765767705700e-02  1.033630033770338300e-01  1.156153845165266300e-01
33 1650 2.332398e-01 1.036531e+00  9.948449328663511200e-02  1.008078930221620200e-01  1.035522908898166300e-01  1.173252961976268700e-01
34 1700 2.319831e-01 1.037761e+00  9.948449328663511200e-02  1.001907888300991000e-01  1.032382195352705300e-01  1.169978673409390000e-01
35 1750 2.307339e-01 1.038916e+00  9.948449328663511200e-02  1.003415237220440200e-01  1.032117001305422300e-01  1.179098438067296000e-01
36 1800 2.295193e-01 1.040053e+00  9.948449328663511200e-02  9.988479624241593200e-02  1.037511546431859500e-01  1.094662469957964900e-01
37 1850 2.280965e-01 1.041215e+00  9.948449328663511200e-02  9.970115621208167100e-02  1.026961883790302300e-01  1.125376784929738300e-01
38 1900 2.266073e-01 1.042321e+00  9.948449328663511200e-02  9.996913378367104600e-02  1.030708542730110800e-01  1.108040842427327200e-01
39 1950 2.249610e-01 1.043442e+00  9.948449328663511200e-02  9.969242960042296000e-02  1.029994677490432800e-01  1.202245827456161500e-01
40 2000 2.233223e-01 1.043442e+00  9.948449328663511200e-02  1.002325513675104400e-01  1.028414165200993000e-01  1.220662933066797300e-01
41 2050 2.215159e-01 1.045602e+00  9.942061411696727400e-02  9.942061411696727400e-02  1.025206290016051100e-01  1.110035884788069900e-01
42 2100 2.196821e-01 1.046582e+00  9.942061411696727400e-02  9.954125787089238000e-02  1.025449834065079200e-01  1.124795735693603100e-01
43 2150 2.176667e-01 1.047529e+00  9.942061411696727400e-02  1.001905419519276400e-01  1.025732418361689800e-01  1.154429448781697200e-01
44 2200 2.161013e-01 1.048468e+00  9.812243062018719000e-02  9.812243062018719000e-02  1.025878576700136200e-01  1.145482578870358300e-01
45 2250 2.144346e-01 1.049360e+00  9.812243062018719000e-02  9.903959942765112900e-02  1.022182782091999900e-01  1.328217937957987500e-01
46 2300 2.130431e-01 1.050209e+00  9.812243062018719000e-02  9.883901774751942300e-02  1.030403697170199600e-01  1.276797030330505100e-01
47 2350 2.120024e-01 1.051019e+00  9.812243062018719000e-02  9.884141259439767300e-02  1.026273121259069200e-01  1.230047216482606600e-01
