%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=213452, 2017/10/17 22:45:23.53)
1 60 2.858117e-01 1.012034e+00  1.184314082348601500e-01  1.184314082348601500e-01  1.535034254423488500e-01  5.380258534304044100e+00
2 120 2.766726e-01 1.013838e+00  1.149491076084606800e-01  1.149491076084606800e-01  1.454252284992535200e-01  5.611700578045161000e+00
3 180 2.701496e-01 1.014475e+00  1.149491076084606800e-01  1.204385090294455000e-01  1.399126768778179200e-01  6.634978268045301800e+00
4 240 2.643784e-01 1.015892e+00  1.149491076084606800e-01  1.209275009292837100e-01  1.422182043383262700e-01  4.495039649996677200e+00
5 300 2.584373e-01 1.017719e+00  1.138835485285126000e-01  1.138835485285126000e-01  1.403189038176653700e-01  5.698717086707601400e+00
6 360 2.541278e-01 1.018736e+00  1.138835485285126000e-01  1.151831570812057700e-01  1.381405567792774500e-01  5.070535008994491800e+00
7 420 2.516400e-01 1.020319e+00  1.116327486405994400e-01  1.116327486405994400e-01  1.342878278087976700e-01  6.844287395512517400e+00
8 480 2.494939e-01 1.021714e+00  1.116327486405994400e-01  1.132731832902999800e-01  1.313468706877177500e-01  6.201376198734315900e+00
9 540 2.471908e-01 1.023416e+00  1.116327486405994400e-01  1.146787608386641600e-01  1.328435098868117100e-01  5.430983689410169300e+00
10 600 2.452763e-01 1.025024e+00  1.116327486405994400e-01  1.119062325863462400e-01  1.310464923738259300e-01  6.621798159391937900e+00
11 660 2.431770e-01 1.027060e+00  1.095841227878575600e-01  1.095841227878575600e-01  1.301381785794356000e-01  5.482815477168802700e+00
12 720 2.411244e-01 1.028784e+00  1.095841227878575600e-01  1.121720389869417200e-01  1.302938240786604400e-01  4.672083264694171200e+00
13 780 2.391677e-01 1.030614e+00  1.095841227878575600e-01  1.119841842567923000e-01  1.350441935900319500e-01  7.581974020569534300e+00
14 840 2.370291e-01 1.032449e+00  1.075479586579022600e-01  1.075479586579022600e-01  1.285052400313602400e-01  5.772704294102986500e+00
15 900 2.343171e-01 1.034017e+00  1.075479586579022600e-01  1.084196555932134500e-01  1.307841856414220000e-01  4.963833857406662300e+00
16 960 2.315002e-01 1.035823e+00  1.075479586579022600e-01  1.131978778928968100e-01  1.304706417124617000e-01  5.366226469696148800e+00
17 1020 2.291495e-01 1.037630e+00  1.061437793954523300e-01  1.061437793954523300e-01  1.284454483075596900e-01  5.783905139489707600e+00
18 1080 2.262767e-01 1.039294e+00  1.061437793954523300e-01  1.124105090560078000e-01  1.241881182617540900e-01  3.581141312842617300e+00
19 1140 2.251347e-01 1.041399e+00  1.061437793954523300e-01  1.111820327755999900e-01  1.267422904987290900e-01  5.767240585297241000e+00
20 1200 2.227022e-01 1.043330e+00  1.061437793954523300e-01  1.078066358275112400e-01  1.266422706525408600e-01  6.030350382857843500e+00
