%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=212156, 2017/12/4 10:43:35.57)
1 40 2.884825e-01 1.008354e+00  1.486267200819446900e-01  1.486267200819446900e-01  1.697143454639839500e-01  2.812507565454423500e-01
2 80 2.792177e-01 1.009169e+00  1.477271950039320000e-01  1.477271950039320000e-01  1.662284909266061900e-01  2.196179702050347100e-01
3 120 2.719689e-01 1.010434e+00  1.434592014728085800e-01  1.434592014728085800e-01  1.602202568368463800e-01  2.263818806707797200e-01
4 160 2.655729e-01 1.010715e+00  1.434592014728085800e-01  1.458195299453447800e-01  1.596380881597282400e-01  2.076714747300778300e-01
5 200 2.594653e-01 1.011080e+00  1.434592014728085800e-01  1.467206891935954600e-01  1.627532346412253700e-01  2.054350586070610700e-01
6 240 2.542960e-01 1.011554e+00  1.417532018071405700e-01  1.417532018071405700e-01  1.620855059497843500e-01  2.421978916621804200e-01
7 280 2.496576e-01 1.012701e+00  1.417532018071405700e-01  1.425440492102408900e-01  1.658261669465712600e-01  2.419107215123504400e-01
8 320 2.458431e-01 1.013675e+00  1.384429175586533200e-01  1.384429175586533200e-01  1.597557522039808900e-01  2.097508467008577500e-01
9 360 2.420798e-01 1.014135e+00  1.384429175586533200e-01  1.445236370415180200e-01  1.635317411602526500e-01  2.118263159645296900e-01
10 400 2.384219e-01 1.015217e+00  1.358280293334573600e-01  1.358280293334573600e-01  1.648819078150677300e-01  2.000692849951071500e-01
11 440 2.351485e-01 1.015829e+00  1.358280293334573600e-01  1.420315826512355300e-01  1.589901080920385900e-01  1.916329097085102100e-01
12 480 2.325440e-01 1.016648e+00  1.358280293334573600e-01  1.460790362420106300e-01  1.590514453634591700e-01  2.236762310866618800e-01
13 520 2.304010e-01 1.017567e+00  1.358280293334573600e-01  1.430129198478459500e-01  1.573750571908714100e-01  2.101609290069660600e-01
14 560 2.282546e-01 1.018805e+00  1.358280293334573600e-01  1.410279526160649300e-01  1.536008319273509100e-01  1.908741678333526800e-01
15 600 2.259859e-01 1.020107e+00  1.358280293334573600e-01  1.448515542412944200e-01  1.532752461885368800e-01  1.825086082602188400e-01
16 640 2.245848e-01 1.021503e+00  1.358280293334573600e-01  1.422068183554355000e-01  1.543180454832307800e-01  1.968186602351798500e-01
17 680 2.230464e-01 1.022982e+00  1.358280293334573600e-01  1.388596457654063500e-01  1.598883438096033700e-01  1.958051195248744800e-01
18 720 2.218542e-01 1.024821e+00  1.358280293334573600e-01  1.384315652259548200e-01  1.568240515958128100e-01  1.932179130090866400e-01
