%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=211876, 2017/11/30 13:36:11.76)
1 45 2.993985e-01 1.001812e+00  1.019984082256084900e-02  1.019984082256084900e-02  1.444260971409134700e-02  4.617446950686770900e+01
2 90 2.988160e-01 1.002171e+00  1.019984082256084900e-02  1.101080569402615400e-02  1.578975814828576700e-02  5.173087560317411300e+01
3 135 2.982481e-01 1.002758e+00  9.625337172853659600e-03  9.625337172853659600e-03  1.416152486401703000e-02  3.496497520571457300e+01
4 180 2.976928e-01 1.002960e+00  9.625337172853659600e-03  1.095689391470560900e-02  1.713925192123997800e-02  3.458400420935962700e+01
5 225 2.971477e-01 1.003480e+00  9.625337172853659600e-03  1.014552098521070600e-02  1.297433391079110500e-02  5.177490258632962400e+01
6 270 2.966120e-01 1.003524e+00  9.613856294646765800e-03  9.613856294646765800e-03  1.455306168288097000e-02  3.598995942030202900e+01
7 315 2.960853e-01 1.004157e+00  9.613856294646765800e-03  1.028253146830237500e-02  1.241821215994883500e-02  4.605812962900998300e+01
8 360 2.955670e-01 1.004639e+00  9.613856294646765800e-03  1.053327790846091000e-02  1.326278859293031400e-02  3.988798496277306100e+01
9 405 2.950560e-01 1.004821e+00  9.487343335224232600e-03  9.487343335224232600e-03  1.277180728192571200e-02  3.462574840078421100e+01
10 450 2.945526e-01 1.005029e+00  9.112220718843860200e-03  9.112220718843860200e-03  1.276012125444175300e-02  4.852556233742900800e+01
11 495 2.940554e-01 1.005216e+00  9.112220718843860200e-03  9.907421104992101400e-03  1.317544029714610100e-02  6.336893350186162600e+01
12 540 2.935647e-01 1.005668e+00  9.112220718843860200e-03  9.618036810997862600e-03  1.267348234237244300e-02  3.514516396428408700e+01
13 585 2.930815e-01 1.005977e+00  9.112220718843860200e-03  9.642230982318313400e-03  1.300524560533803400e-02  4.346556949393939100e+01
14 630 2.926042e-01 1.005754e+00  9.112220718843860200e-03  9.781948679446317300e-03  1.284775443121015400e-02  6.638964911582205300e+01
15 675 2.921327e-01 1.006339e+00  9.112220718843860200e-03  1.008577035591013400e-02  1.274693637255594500e-02  7.934066430871172300e+01
16 720 2.916666e-01 1.006096e+00  9.112220718843860200e-03  9.673895194835810700e-03  1.210231540324623600e-02  4.209520189475472300e+01
17 765 2.912070e-01 1.006085e+00  9.112220718843860200e-03  9.427139897596203300e-03  1.215068847731730900e-02  4.669567914476164800e+01
