%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=210651, 2018/01/10 2:30:45.52)
1 30 2.999474e-01 1.000190e+00  2.076800834515203400e-01  2.076800834515203400e-01  2.093875155635749300e-01  2.120598461753233900e-01
2 60 2.998952e-01 1.000251e+00  2.076800834515203400e-01  2.081879544970267100e-01  2.094681326511666500e-01  2.125187353366838100e-01
3 90 2.998434e-01 1.000291e+00  2.076507245873780200e-01  2.076507245873780200e-01  2.094050279265057800e-01  2.130661850764779500e-01
4 120 2.997918e-01 1.000314e+00  2.069856620647654300e-01  2.069856620647654300e-01  2.094692227170379400e-01  2.109100563376016000e-01
5 150 2.997405e-01 1.000378e+00  2.069856620647654300e-01  2.073820794119855500e-01  2.097235196401379400e-01  2.124772991437186600e-01
6 180 2.996894e-01 1.000430e+00  2.069856620647654300e-01  2.071384451629388100e-01  2.093261647116418400e-01  2.109745326520091300e-01
7 210 2.996385e-01 1.000444e+00  2.069856620647654300e-01  2.079045637783033800e-01  2.093566086618921500e-01  2.115134416519995100e-01
8 240 2.995878e-01 1.000449e+00  2.069856620647654300e-01  2.075665741767473400e-01  2.098515912310645600e-01  2.115545614095265000e-01
9 270 2.995373e-01 1.000504e+00  2.069856620647654300e-01  2.078195231695205400e-01  2.098547471113388100e-01  2.115568386925251200e-01
10 300 2.994870e-01 1.000495e+00  2.069856620647654300e-01  2.080991316135164500e-01  2.094014216014092300e-01  2.114458191280556300e-01
11 330 2.994368e-01 1.000510e+00  2.069856620647654300e-01  2.072374570679744500e-01  2.093551514142769600e-01  2.615117757622533100e+02
12 360 2.993868e-01 1.000544e+00  2.069856620647654300e-01  2.077005563339577300e-01  2.094309983923644500e-01  2.121441417450167500e-01
13 390 2.993370e-01 1.000593e+00  2.069856620647654300e-01  2.079238600912779700e-01  2.090265636388765300e-01  2.110240557115258000e-01
14 420 2.992872e-01 1.000581e+00  2.069856620647654300e-01  2.075174866316626700e-01  2.096983866074701200e-01  2.123334373169623000e-01
15 450 2.992377e-01 1.000623e+00  2.069856620647654300e-01  2.072653121345634500e-01  2.094627059707108700e-01  2.109678802791035400e-01
16 480 2.991882e-01 1.000634e+00  2.069856620647654300e-01  2.080156186213912600e-01  2.095505365322581400e-01  2.111476250807884600e-01
17 510 2.991389e-01 1.000666e+00  2.069856620647654300e-01  2.075083461863142800e-01  2.093550692767700300e-01  2.114678691129705500e-01
18 540 2.990897e-01 1.000646e+00  2.069856620647654300e-01  2.080098731048976600e-01  2.090484080476429400e-01  2.125849349564676900e-01
19 570 2.990407e-01 1.000687e+00  2.069856620647654300e-01  2.078825517548208700e-01  2.090590890933333700e-01  2.113247591837814400e-01
20 600 2.989918e-01 1.000690e+00  2.063850312620962000e-01  2.063850312620962000e-01  2.089438126141878200e-01  2.412352146296633700e+02
21 630 2.989430e-01 1.000696e+00  2.063850312620962000e-01  2.075861670793391300e-01  2.091987208374520000e-01  2.124907983246947800e-01
22 660 2.988943e-01 1.000715e+00  2.063850312620962000e-01  2.075208104927850300e-01  2.092586670552216700e-01  2.111429488918121800e-01
23 690 2.988457e-01 1.000726e+00  2.063850312620962000e-01  2.075823667500483200e-01  2.088456032602404600e-01  2.506009695473269700e+02
24 720 2.987972e-01 1.000796e+00  2.063850312620962000e-01  2.075379972424115900e-01  2.091210866834471400e-01  2.123057098865202800e-01
25 750 2.987489e-01 1.000820e+00  2.063850312620962000e-01  2.077141721100632400e-01  2.091661054556242800e-01  2.110531098797863700e-01
26 780 2.987006e-01 1.000832e+00  2.063850312620962000e-01  2.072399304920206600e-01  2.089117795163393200e-01  2.105070214323516400e-01
27 810 2.986525e-01 1.000834e+00  2.063850312620962000e-01  2.070654490230999500e-01  2.090171867869657900e-01  2.402857740981398000e+02
28 840 2.986045e-01 1.000862e+00  2.063850312620962000e-01  2.076528067244677900e-01  2.087242666902243100e-01  2.108448239870637200e-01
29 870 2.985565e-01 1.000896e+00  2.063850312620962000e-01  2.074734659478402500e-01  2.088092600519192200e-01  2.105974795295743300e-01
30 900 2.985087e-01 1.000889e+00  2.063850312620962000e-01  2.076214820768386100e-01  2.089862704371637800e-01  2.111807373607836000e-01
